Index,Name,Version,Category
defuse,defuse,0.8.1,High-Throughput Sequencing
delly,delly,1.1.6,High-Throughput Sequencing
detonate,DETONATE,1.11,High-Throughput Sequencing
distiller-nf,distiller-nf,0.3.3,High-Throughput Sequencing
dorado,dorado,0.5.1,High-Throughput Sequencing
drop,drop,1.3.3,High-Throughput Sequencing
ea-utils,ea-utils,1.04.807,High-Throughput Sequencing
edd,edd,1.1.19,High-Throughput Sequencing
encode-atac-seq-pipeline,encode-atac-seq-pipeline,2.1.0,High-Throughput Sequencing
epacts,EPACTS,3.4.2,High-Throughput Sequencing
eukdetect,eukdetect,1.2,High-Throughput Sequencing
exomiser,exomiser,13.0.1,High-Throughput Sequencing
express,express,1.5.1,High-Throughput Sequencing
fade,fade,0.6.0,High-Throughput Sequencing
fanc,fanc,0.9.21,High-Throughput Sequencing
fastqc,fastqc,0.11.9,High-Throughput Sequencing
fastqtools,fastqtools,0.8.3,High-Throughput Sequencing
fastq_screen,fastq_screen,0.15.3,High-Throughput Sequencing
fastxtoolkit,fastxtoolkit,0.0.14,High-Throughput Sequencing
fcs,fcs,0.4.0,High-Throughput Sequencing
fgbio,fgbio,2.0.2,High-Throughput Sequencing
fithic,fithic,2.0.8,High-Throughput Sequencing
flanker,flanker,0.1.5,High-Throughput Sequencing
flashpca,flashpca,2.0,High-Throughput Sequencing
flexbar,Flexbar,3.5.0,High-Throughput Sequencing
flye,flye,2.9.1,High-Throughput Sequencing
fqtools,fqtools,2.0,High-Throughput Sequencing
freebayes,freebayes,1.3.5,High-Throughput Sequencing
freec,freec,11.6,High-Throughput Sequencing
fuseq-wes,fuseq-wes,1.0.0,High-Throughput Sequencing
fusioncatcher,fusioncatcher,1.33,High-Throughput Sequencing
gatk,GATK,4.3.0.0,High-Throughput Sequencing
gem,gem,3.4,High-Throughput Sequencing
gemini,Gemini,0.30.2,High-Throughput Sequencing
gemma,GEMMA,0.98.5,High-Throughput Sequencing
genome browser,Genome Browser,457,High-Throughput Sequencing
genrich,genrich,0.6,High-Throughput Sequencing
geomx ngs pipeline,GeoMX NGS Pipeline,2.3.3.10,High-Throughput Sequencing
gistic,Gistic,2.0.23,High-Throughput Sequencing
gmap-gsnap,gmap-gsnap,2021-12-17,High-Throughput Sequencing
gopeaks,gopeaks,1.0.0,High-Throughput Sequencing
graphaligner,graphaligner,1.0.18,High-Throughput Sequencing
gridss,gridss,2.13.2,High-Throughput Sequencing
gtex_rnaseq,gtex_rnaseq,V10,High-Throughput Sequencing
gtool,gtool,0.7.5,High-Throughput Sequencing
gunc,gunc,1.0.5,High-Throughput Sequencing
guppy,guppy,6.5.7,High-Throughput Sequencing
hail,Hail,0.2.99,High-Throughput Sequencing
hap.py,hap.py,0.3.14,High-Throughput Sequencing
hicexplorer,hicexplorer,3.7.2,High-Throughput Sequencing
hichipper,hichipper,0.7.7,High-Throughput Sequencing
hicpro,hicpro,3.1.0,High-Throughput Sequencing
hic_breakfinder,hic_breakfinder,1.0,High-Throughput Sequencing
hifiasm,hifiasm,0.19.8,High-Throughput Sequencing
hint,hint,2.2.7,High-Throughput Sequencing
hipstr,hipstr,0.7,High-Throughput Sequencing
hisat,hisat,2.2.2.1-ngs3.0.1,High-Throughput Sequencing
hla-la,HLA-LA,1.0.3,High-Throughput Sequencing
hmmratac,HMMRATAC,1.2.10,High-Throughput Sequencing
homer,homer,4.11.1,High-Throughput Sequencing
htgts,htgts,2,High-Throughput Sequencing
htsbox,htsbox,r346,High-Throughput Sequencing
htseq,htseq,2.0.4,High-Throughput Sequencing
humann,humann,3.6.0,High-Throughput Sequencing
idba,IDBA,1.1.3,High-Throughput Sequencing
idiffir,iDiffIR,20220121,High-Throughput Sequencing
idr,IDR,2.0.3,High-Throughput Sequencing
igv,IGV,2.12.3,High-Throughput Sequencing
igvtools,IGVTools,2.12.3,High-Throughput Sequencing
impute,IMPUTE,2.3.2,High-Throughput Sequencing
intervar,InterVar,"2.1.2, 2.1.3",High-Throughput Sequencing
intervene,intervene,0.6.5,High-Throughput Sequencing
iva,iva,1.0.11,High-Throughput Sequencing
ivar,iVar,1.3.1,High-Throughput Sequencing
juicer,Juicer,1.6,High-Throughput Sequencing
jvarkit,jvarkit,20211013,High-Throughput Sequencing
kat,KAT,2.4.2,High-Throughput Sequencing
kb-python,kb-python,0.27.3,High-Throughput Sequencing
kmc,KMC,3.1.0,High-Throughput Sequencing
kmergo2,KmerGO2,2.0.1,High-Throughput Sequencing
kneaddata,kneaddata,0.11.0,High-Throughput Sequencing
kraken,kraken,2.1.2,High-Throughput Sequencing
lefse,lefse,1.0.8,High-Throughput Sequencing
lja,LJA,0.1,High-Throughput Sequencing
locuszoom,locuszoom,1.3,High-Throughput Sequencing
lofreq,lofreq,2.1.5,High-Throughput Sequencing
lordec,lordec,141,High-Throughput Sequencing
lumpy,lumpy,0.3.1,High-Throughput Sequencing
mach2qtl,mach2qtl,1.1.3,High-Throughput Sequencing
macs,macs,3,High-Throughput Sequencing
mafft,mafft,7.475,High-Throughput Sequencing
mageck,MAGeCK,0.5.9.2,High-Throughput Sequencing
mageck-vispr,mageck-vispr,0.5.6,High-Throughput Sequencing
magicblast,magicblast,1.7.0,High-Throughput Sequencing
majiq,MAJIQ,2.4,High-Throughput Sequencing
manorm,manorm,1.1.4,High-Throughput Sequencing
manta,manta,1.6.0-fork-jykr,High-Throughput Sequencing
maps,maps,1.1.0,High-Throughput Sequencing
mash,mash,2.3,High-Throughput Sequencing
mbg,mbg,1.0.16,High-Throughput Sequencing
medaka,medaka,1.10.0,High-Throughput Sequencing
medusa,medusa,1.6,High-Throughput Sequencing
megadepth,megadepth,1.2.0,High-Throughput Sequencing
megahit,MEGAHIT,1.2.9,High-Throughput Sequencing
megalodon,megalodon,2.5.0,High-Throughput Sequencing
megan,MEGAN,6.24.11,High-Throughput Sequencing
merfin,merfin,1.1,High-Throughput Sequencing
merqury,merqury,1.3,High-Throughput Sequencing
meryl,Meryl,0.0,High-Throughput Sequencing
metabat,metabat,2.15,High-Throughput Sequencing
metal,metal,2020-05-05,High-Throughput Sequencing
metaphlan,metaphlan,4.0.3,High-Throughput Sequencing
miniasm,miniasm,0.3.r179,High-Throughput Sequencing
minimac,minimac,4 (1.0.1,High-Throughput Sequencing
minimap2,minimap2,2.26,High-Throughput Sequencing
mirdeep2,mirdeep2,0.1.3,High-Throughput Sequencing
misopy,misopy,0.5.4,High-Throughput Sequencing
mitosuite,mitosuite,1.0.9b,High-Throughput Sequencing
mixcr,mixcr,4.3.2,High-Throughput Sequencing
mixer,mixer,1.3,High-Throughput Sequencing
modbamtools,modbamtools,0.4.8,High-Throughput Sequencing
modkit,modkit,0.1.11,High-Throughput Sequencing
modphred,modphred,1.0c,High-Throughput Sequencing
monopogen,monopogen,Aug23.2023,High-Throughput Sequencing
mosaicforecast,mosaicforecast,0.0.1,High-Throughput Sequencing
mosdepth,mosdepth,0.3.3,High-Throughput Sequencing
mtoolbox,mtoolbox,1.2.1,High-Throughput Sequencing
multiqc,multiqc,1.14,High-Throughput Sequencing
muse,MuSE,2.0.1,High-Throughput Sequencing
mutect,muTect,1.1.7,High-Throughput Sequencing
mutsig,MutSig,1.41,High-Throughput Sequencing
nanopack,nanopack,20231214,High-Throughput Sequencing
nanopolish,nanopolish,0.14.0,High-Throughput Sequencing
neusomatic,neusomatic,0.2.1,High-Throughput Sequencing
ngmlr,NGMLR,0.2.7,High-Throughput Sequencing
ngsplot,ngsplot,2.63,High-Throughput Sequencing
novocraft,novocraft,4.03.08,High-Throughput Sequencing
octopus,Octopus,0.7.4,High-Throughput Sequencing
ont-fast5-api,ont-fast5-api,4.1.0,High-Throughput Sequencing
pairtools,pairtools,0.3.0; 1.0.2,High-Throughput Sequencing
panaroo,panaroo,1.3.3,High-Throughput Sequencing
parabricks,parabricks,4.2.0,High-Throughput Sequencing
partekflow,PartekFlow,10.0.23.0720,High-Throughput Sequencing
pb-cpg-tools,pb-cpg-tools,2.3.1,High-Throughput Sequencing
pbipa,pbipa,1.8.0,High-Throughput Sequencing
pbsuite,pbsuite,15.8.24,High-Throughput Sequencing
peakachu,peakachu,2.2.post1,High-Throughput Sequencing
pear,pear,0.9.11,High-Throughput Sequencing
peddy,peddy,0.4.8,High-Throughput Sequencing
penncnv,PennCNV,1.0.5,High-Throughput Sequencing
pepatac,PEPATAC,0.10.3,High-Throughput Sequencing
picard,picard,3.1.0,High-Throughput Sequencing
picrust,picrust,2.5.2,High-Throughput Sequencing
pindel,pindel,0.2.5,High-Throughput Sequencing
platypus,Platypus,0.8.1,High-Throughput Sequencing
plink,plink,3.6-alpha,High-Throughput Sequencing
pod5,pod5,0.3.6,High-Throughput Sequencing
pomoxis,pomoxis,0.3.10,High-Throughput Sequencing
porechop,porechop,0.2.4,High-Throughput Sequencing
poretools,poretools,0.6.1a1,High-Throughput Sequencing
preseq,preseq,3.1.2,High-Throughput Sequencing
prinseq,PRINSEQ,0.20.4,High-Throughput Sequencing
proseq,proseq,2.0,High-Throughput Sequencing
pvactools,pvactools,4.0.1,High-Throughput Sequencing
pychopper,pychopper,2.7.1,High-Throughput Sequencing
pyclone,pyclone,0.13.1,High-Throughput Sequencing
pycoqc,pycoQC,2.5.2,High-Throughput Sequencing
pyega3,pyega3,5.0.2,High-Throughput Sequencing
qctool,qctool,2.2,High-Throughput Sequencing
qualimap,qualimap,2.2.1,High-Throughput Sequencing
quast,quast,5.2.0,High-Throughput Sequencing
racon,racon,1.4.3,High-Throughput Sequencing
ragtag,ragtag,2.1.0,High-Throughput Sequencing
raremetal,raremetal,4.15.1,High-Throughput Sequencing
rcorrector,Rcorrector,1.0.5,High-Throughput Sequencing
regtools,regtools,1.0.0,High-Throughput Sequencing
repeatmasker,RepeatMasker,4.1.5,High-Throughput Sequencing
repeatmodeler,repeatmodeler,2.0.1,High-Throughput Sequencing
reviewer,REViewer,0.2.7,High-Throughput Sequencing
rgt,rgt,0.13.2,High-Throughput Sequencing
rilseq,rilseq,0.82,High-Throughput Sequencing
rnaseqc,rnaseqc,2.4.2,High-Throughput Sequencing
rockhopper,rockhopper,2.0.3,High-Throughput Sequencing
rose,ROSE,1.3.1,High-Throughput Sequencing
rsd,RSD,1.1.7,High-Throughput Sequencing
rsem,rsem,1.3.3,High-Throughput Sequencing
rseqc,rseqc,5.0.3,High-Throughput Sequencing
rtg-tools,rtg-tools,3.8.4,High-Throughput Sequencing
rvtests,rvtests,2.1.0,High-Throughput Sequencing
sailfish,sailfish,0.10.0,High-Throughput Sequencing
salmon,salmon,1.10.1,High-Throughput Sequencing
salmonte,SalmonTE,0.4,High-Throughput Sequencing
sambamba,sambamba,0.8.2,High-Throughput Sequencing
samblaster,samblaster,0.1.26,High-Throughput Sequencing
samtools,samtools,1.19,High-Throughput Sequencing
scallop,scallop,0.10.5,High-Throughput Sequencing
scalpel,scalpel,0.5.4,High-Throughput Sequencing
scanpy,scanpy,1.8.1,High-Throughput Sequencing
schicexplorer,schicexplorer,7,High-Throughput Sequencing
scramble,Scramble,1.0.2,High-Throughput Sequencing
scvitools,scvitools,1.0.4,High-Throughput Sequencing
seqan,seqan,2.4.0,High-Throughput Sequencing
seqkit,seqkit,2.2.0,High-Throughput Sequencing
seqtk,seqtk,1.4,High-Throughput Sequencing
sequenza-utils,sequenza-utils,3.0.0,High-Throughput Sequencing
shapeit,shapeit,5.1.0,High-Throughput Sequencing
shasta,shasta,0.11.1,High-Throughput Sequencing
shmlast,shmlast,1.6,High-Throughput Sequencing
shrimp,shrimp,2_2_3,High-Throughput Sequencing
sicer,sicer,2-1.0.3,High-Throughput Sequencing
sickle,sickle,1.33,High-Throughput Sequencing
sift,SIFT,6.2.1,High-Throughput Sequencing
slamdunk,slamdunk,0.4.3,High-Throughput Sequencing
smrtanalysis,smrtanalysis,13.0.0.207600,High-Throughput Sequencing
sniffles,sniffles,2.2,High-Throughput Sequencing
snippy,snippy,4.6.0,High-Throughput Sequencing
snp2hla,snp2hla,1.0.3,High-Throughput Sequencing
snpeff,snpEff,5.2,High-Throughput Sequencing
snptest,snptest,2.5.6,High-Throughput Sequencing
somaticsniper,somaticsniper,1.0.5.0,High-Throughput Sequencing
sortmerna,sortmeRNA,4.3.6,High-Throughput Sequencing
spaceranger,spaceranger,2.1.1,High-Throughput Sequencing
spades,spades,3.15.5,High-Throughput Sequencing
speedseq,speedseq,0.1.2-20180208-4e60002,High-Throughput Sequencing
sratoolkit,sratoolkit,3.0.5,High-Throughput Sequencing
srst2,SRST2,0.2.0,High-Throughput Sequencing
stampy,stampy,1.0.32,High-Throughput Sequencing
star,STAR,2.7.10b,High-Throughput Sequencing
star-fusion,STAR-Fusion,1.12.0,High-Throughput Sequencing
straglr,straglr,1.4.1,High-Throughput Sequencing
stream,STREAM,20180816,High-Throughput Sequencing
strelka,strelka,2.9.10,High-Throughput Sequencing
stringtie,stringtie,2.2.1,High-Throughput Sequencing
subread,subread,2.0.3,High-Throughput Sequencing
suppa,suppa,2.3,High-Throughput Sequencing
survivor,SURVIVOR,1.0.7,High-Throughput Sequencing
svanna,svanna,1.0.3,High-Throughput Sequencing
svtyper,svtyper,0.7.1,High-Throughput Sequencing
svviz,svviz,1.6.2,High-Throughput Sequencing
talon,talon,6.0,High-Throughput Sequencing
taxonkit,taxonkit,0.12.0,High-Throughput Sequencing
telescope,telescope,6cd5525,High-Throughput Sequencing
telseq,telseq,0.0.2,High-Throughput Sequencing
tetoolkit,tetoolkit,2.2.3,High-Throughput Sequencing
theta,THetA,0.7-20-g94fd772,High-Throughput Sequencing
tombo,tombo,1.5.1,High-Throughput Sequencing
tophat,tophat,2.1.2,High-Throughput Sequencing
tpmcalculator,TPMCalculator,0.0.4,High-Throughput Sequencing
transcript_clean,transcript_clean,2.0.3,High-Throughput Sequencing
transdecoder,TransDecoder,5.5.0,High-Throughput Sequencing
transvar,transvar,2.5.9,High-Throughput Sequencing
trimal,trimAl,1.2rev59,High-Throughput Sequencing
trimgalore,trimgalore,0.6.7,High-Throughput Sequencing
trimmomatic,trimmomatic,0.39,High-Throughput Sequencing
trinity,trinity,2.15.1,High-Throughput Sequencing
trinotate,Trinotate,4.0.2,High-Throughput Sequencing
trnascan-se,tRNAscan-SE,2.0.9,High-Throughput Sequencing
ultraplex,ultraplex,1.2.5,High-Throughput Sequencing
umitools,umitools,1.1.2,High-Throughput Sequencing
vcf2maf,vcf2maf,1.6.21,High-Throughput Sequencing
vcfanno,vcfanno,0.3.3,High-Throughput Sequencing
vcflib,vcflib,1.0.3,High-Throughput Sequencing
vcftools,vcftools,0.1.16,High-Throughput Sequencing
vep,VEP,110,High-Throughput Sequencing
verifybamid,verifybamid,2.0.1,High-Throughput Sequencing
verkko,verkko,1.4.1,High-Throughput Sequencing
viper,viper,0-20231003-1525270,High-Throughput Sequencing
virsorter2,VirSorter2,2.2.3,High-Throughput Sequencing
virtus,VIRTUS,2.0.1,High-Throughput Sequencing
vsearch,vsearch,2.22.1,High-Throughput Sequencing
vt,vt,0.57721,High-Throughput Sequencing
winnowmap,winnowmap,2.03,High-Throughput Sequencing
xeniumranger,xeniumranger,1.7.0.2,High-Throughput Sequencing
xhla,xHLA,2018-04-04,High-Throughput Sequencing
xhmm,XHMM,2016-01-04,High-Throughput Sequencing
yak,yak,r69,High-Throughput Sequencing
3dslicer,3DSlicer,5.2.2,Image Analysis
afni,AFNI,current-py3,Image Analysis
ants,ANTs,2.4.2,Image Analysis
aretomo,AreTomo,1.3.4,Image Analysis
b-soid,B-SOID,1.3,Image Analysis
baracus,baracus,1.1.4,Image Analysis
brkraw,brkraw,0.3.7,Image Analysis
bsoft,Bsoft,1.9.0,Image Analysis
c3d,c3d,1.1.0,Image Analysis
cellpose,cellpose,2.1.1,Image Analysis
cistem,cisTEM,1.0.0-beta,Image Analysis
civet,civet,2.1.1,Image Analysis
cmtk,cmtk,3.3.2,Image Analysis
compucell3d,CompuCell3D,4.4.0,Image Analysis
connectome-workbench,connectome-workbench,1.5.0,Image Analysis
coolbox,coolbox,0.3.8,Image Analysis
cpac,cpac,1.8.6,Image Analysis
cryosparc,cryosparc,4.2.1,Image Analysis
ctf,CTF,6.1,Image Analysis
ctffind,ctffind,4.1.14,Image Analysis
dcm2bids,dcm2bids,3.1.0,Image Analysis
dcm2niix,dcm2niix,1.0.20211006,Image Analysis
deepcad,DeepCAD,20210826,Image Analysis
deeplabcut,DeepLabCut,2.3.4,Image Analysis
deepmedic,deepmedic,0.8.4,Image Analysis
dmriprep,dmriprep,0.5.0,Image Analysis
dynamo,dynamo,1.1.532,Image Analysis
elastix,elastix,4.9; 5.1.0,Image Analysis
eman2,EMAN2,2.99,Image Analysis
fastsurfer,fastsurfer,1.1.1,Image Analysis
fiji,Fiji,1.52f,Image Analysis
fitlins,fitlins,0.9.1,Image Analysis
fmriprep,fmriprep,23.1.4,Image Analysis
frealign,Frealign,9.11_151031,Image Analysis
frealix,frealix,1.1.0,Image Analysis
freesurfer,Freesurfer,7.4.1,Image Analysis
fsl,FSL,6.0.6,Image Analysis
gctf,Gctf,1.06,Image Analysis
huygens,Huygens,23.04.0-p6,Image Analysis
imaris,Imaris,9.7,Image Analysis
imod,IMOD,4.12.25,Image Analysis
isonet,IsoNet,0.2.1,Image Analysis
itk-snap,ITK-SNAP,3.8.0,Image Analysis
itk-snap-bs,ITK-SNAP-BS,20131007,Image Analysis
laynii,laynii,2.4.0,Image Analysis
magetbrain,magetbrain,1.0,Image Analysis
mango,mango,4.1,Image Analysis
minc-toolkit,minc-toolkit,1.9.18,Image Analysis
mipav,MIPAV,11.0.3,Image Analysis
monailabel,MONAILabel,0.3.2; 0.4.2,Image Analysis
motioncor2,MotionCor2,1.5.0,Image Analysis
mricron,mricron,1.0.20190902,Image Analysis
mriqc,mriqc,23.1.0,Image Analysis
mrtrix,mrtrix,3.0.4,Image Analysis
mrtrix3tissue,mrtrix3tissue,5.2.9,Image Analysis
napari,napari,0.4.18,Image Analysis
nibabies,nibabies,22.0.2,Image Analysis
openslide,OpenSlide,3.4.1,Image Analysis
peet,PEET,1.15.0,Image Analysis
petprep_hmc,petprep_hmc,0.06,Image Analysis
plastimatch,plastimatch,1.9.3,Image Analysis
pytom,PyTom,1.0,Image Analysis
qsiprep,qsiprep,0.19.1,Image Analysis
qupath,QuPath,0.5.0,Image Analysis
relion,RELION,4.0.1,Image Analysis
resmap,ResMap,1.9,Image Analysis
samsrcv3,SAMsrcV3,20180713-c5e1042,Image Analysis
simnibs,SimNIBS,4.0,Image Analysis
smriprep,smriprep,0.8.3,Image Analysis
sphire,SPHIRE,1.4,Image Analysis
spm12,spm12,7870,Image Analysis
tedana,tedana,23.0.1,Image Analysis
tomotwin,tomotwin,0.5.0,Image Analysis
topaz,topaz,0.2.5-ba91e19,Image Analysis
tortoise,TORTOISE,3.2.0,Image Analysis
tractseg,tractseg,1.7.1,Image Analysis
xcpengine,xcpengine,1.2.4,Image Analysis
xcp_d,xcp_d,0.5.0,Image Analysis
admixtools,AdmixTools,7.0.2,Linkage/Phylogenetics
admixture,admixture,1.3.0,Linkage/Phylogenetics
arcashla,arcashla,0.5.0,Linkage/Phylogenetics
beagle,Beagle,5.4_22Jul22,Linkage/Phylogenetics
beagle-lib,beagle-lib,4.0,Linkage/Phylogenetics
beast,BEAST,"1.10.4,2.6.2",Linkage/Phylogenetics
biobakery_workflows,biobakery_workflows,3.1,Linkage/Phylogenetics
cd-hit,CD-HIT,4.6.8,Linkage/Phylogenetics
eigensoft,eigensoft,8.0.0,Linkage/Phylogenetics
fastqtl,FastQTL,2.184,Linkage/Phylogenetics
fasttree,FastTree,2.1.11,Linkage/Phylogenetics
gcta,GCTA,1.94.0beta0,Linkage/Phylogenetics
gtdb-tk,gtdb-tk,2.3.2,Linkage/Phylogenetics
gubbins,gubbins,2.3.4,Linkage/Phylogenetics
hyphy,hyphy,2.5.29,Linkage/Phylogenetics
iqtree,iqtree,2.2.0.5,Linkage/Phylogenetics
king,king,2.2.7,Linkage/Phylogenetics
ltsoft,LTSOFT,4.0,Linkage/Phylogenetics
madeline2,Madeline2,2.0,Linkage/Phylogenetics
mega,MEGA,11.0.10,Linkage/Phylogenetics
mega2,mega2,6.0.0,Linkage/Phylogenetics
merlin,merlin,1.1.2,Linkage/Phylogenetics
metawrap,metaWRAP,1.3.2,Linkage/Phylogenetics
mothur,mothur,1.48.0,Linkage/Phylogenetics
mrbayes,MrBayes,3.2.7,Linkage/Phylogenetics
ohana,ohana,current,Linkage/Phylogenetics
oma,oma,2.6.0,Linkage/Phylogenetics
phase,phase,2.1.1,Linkage/Phylogenetics
phylip,Phylip,3.698,Linkage/Phylogenetics
pplacer,pplacer,1.1,Linkage/Phylogenetics
primus,PRIMUS,1.9.0,Linkage/Phylogenetics
prsice,PRSice,2.3.3,Linkage/Phylogenetics
qiime,QIIME,2023.5,Linkage/Phylogenetics
raxml,RAxML,8.2.12,Linkage/Phylogenetics
raxml-ng,raxml-ng,1.2.0,Linkage/Phylogenetics
revbayes,RevBayes,1.2.1,Linkage/Phylogenetics
scdrs,scDRS,1.02,Linkage/Phylogenetics
shapeit,shapeit,5.1.0,Linkage/Phylogenetics
smr,SMR,0.702; 1.03; 1.3.1,Linkage/Phylogenetics
solar,solar,9.0.1,Linkage/Phylogenetics
sumtrees,sumtrees,4.5.2,Linkage/Phylogenetics
tensorqtl,TensorQTL,1.0.7,Linkage/Phylogenetics
treemix,treemix,1.13,Linkage/Phylogenetics
